Date,Comment
2026-01-11T09:16:30Z,ini perbincangan yang bagus sekali saya sampai terharu melihat kebaikan dan ide pak purbaya untuk meningkatkan ekonomi indonesia sangat mulia
2026-01-11T06:36:34Z,saya mau pak s duh baru tau infonya euy
2026-01-11T04:23:17Z,istri pak pur support sekali
2026-01-11T02:26:03Z,mantabz mencerdaskan belajar sepanjang hayat
2026-01-11T00:16:13Z,berat
2026-01-11T00:12:09Z,saya sangat terpegun dengan cara berkomunikasi dan idea yang diutarakan oleh kedua tokoh ini dan saya dapat mengikuti dan fahami apa yg mereka bincangkan kerana suasana dan profesionalisme penyampaian dan pengelolaan sesi perbincangan sangat profesional meskipun dilaksanakan secara santai salam respect dari saya malaysia untuk tuan berdua
2026-01-11T00:05:01Z,kalau indonesia mau maju kasih tandem org ini purbaya tom lembong dr ryu hasan
2026-01-11T00:01:17Z,genk dinasti solo tertawa terbahak bahak melihat podcast ini diluar nulur cuma omon omon
2026-01-10T20:52:03Z,sehat selalu kalian yang menjaga nkri ini semoga selalu dalam lindungan allah
2026-01-10T17:14:20Z,telat satu bulandaging semua isinya
2026-01-10T16:41:01Z,mantap pak pur
2026-01-10T16:27:59Z,terdengar bulsitt
2026-01-10T16:22:01Z,indonesia mau maju anak mudah harus dengar org pintar ini pendidikan itu sangat penting
2026-01-10T16:14:55Z,assalamualaikum hadir sob
2026-01-10T16:12:26Z,daging semua bray
2026-01-10T16:04:59Z,menterinya model pak purbaya semua beneran mau maju indonesia
2026-01-10T14:08:23Z,kuliah ekonomi sks ini
2026-01-10T13:54:06Z,alhamdulillah salam silaturahmi dari vlog magetan
2026-01-10T13:24:34Z,yang bilang sekolah kuliah scam adalah kumpulan orang dungu setelah nonton podcast ini
2026-01-10T12:53:30Z,atur aja pur
2026-01-10T10:42:18Z,top
2026-01-10T09:22:47Z,daging semua ini mantap
2026-01-10T08:18:20Z,seharusnya mentri kualitasnya seperti beliau
2026-01-10T08:07:41Z,terima kasih sangat bermanfaat
2026-01-10T08:03:42Z,saya kaget pak purbaya tidak bisa merasakan kesusahan para guru dengan berpenghasilan jtan untuk membiayaai keluarga soalnya penghasilan pak purbaya selalu besar bahaya sekali ini pak bahaya
2026-01-10T07:02:07Z,aamiin selamat berjuang membantu rakyat yg lemah semoga bapak bapak selalu dalam lindugan alloh swt aamiin
2026-01-10T05:34:45Z,masuk akal logika kang purbaya mudah an si akang tetap diberi sehat amp kuat cara berpikirnya maupun fisiknya
2026-01-10T05:12:36Z,tembus jt viewers
2026-01-10T04:35:46Z,keren
2026-01-10T03:55:35Z,pembawaan podcast pak gita selalu ngajak diskusi lebih dalam narasumber seperti podcast sebelumnya dan ini salah satu podcast dimana pak gita gak sering menyela nara sumber ketika bicara
2026-01-10T02:30:13Z,saya mau pak sekolah lagi
2026-01-10T01:12:28Z,memang terbaik pak purr
2026-01-10T00:27:45Z,muantab isinya
2026-01-09T17:51:47Z,layak dibuatkan film seperti alm almh habibi ainun kisah cinta dan hidupnya
2026-01-09T16:09:17Z,kebijakan yang dalam pemikiran quot kebajikan quot
2026-01-09T15:51:25Z,jenius ktemu jenius
2026-01-09T15:50:28Z,baru nonton wao indonesia ku
2026-01-09T14:05:07Z,bangga dengar percakapan ini berasa bermakna beli kuota untuk nonton percakapan ini danke pak gita
2026-01-09T13:21:48Z,siap yang pengim lihat end game amp timothy ronal in frame
2026-01-09T11:40:35Z,gila ini bukan obrolan warung kopi ini obrolan intelek
2026-01-09T11:35:17Z,hope
2026-01-09T09:59:41Z,mr purbaya is very cool
2026-01-09T08:20:20Z,luar biasa
2026-01-09T06:14:45Z,tangkap srimulyani
2026-01-09T05:12:24Z,kehadiran danantara mempercepat proses hilirisasi buat kemajuan ekonomi indonesia
2026-01-09T03:32:19Z,gaji yang nyuci omprem mbg lebih besar dari gaji guru honorer pak
2026-01-09T02:03:15Z,sangat sepakat dgn pola pikir pak purbaya dan pak gita demi kemajuan sdm dan ekonomi nkri semoga kedepannya berjalan dengan baik amiin ya rabb
2026-01-08T17:23:26Z,padahal pemerintah mendanai pendidikannya sampai selesai
2026-01-08T17:19:27Z,yg menkeu zaman p sby p pur ya menkeu skrg aku org desa mendapat pelajaran bahwa bangsa ini masih kekurangan orrg pinter
2026-01-08T15:40:06Z,pak purbaya bisa gak menjadi menkeu seumur hidup
2026-01-08T15:28:44Z,berasa kuliah trimakasih ilmunya sangat bermanfaat
2026-01-08T14:00:19Z,mungkin yg gw paham cuma sekitar tp gak ad satu bagian pun yg gw skip krn sangking seru dan berbobotnya obrolan ini
2026-01-08T11:43:26Z,mksdnya bottle neck apa yah
2026-01-08T15:31:39Z,pemotongan pengurangan jumlah secara drastis leher botol membuat suatu sistem yang memiliki nilai nominal supaya lebih terkontrol
2026-01-09T08:18:33Z,intinya kontrol sistem yg baik dari sektor domestik
2026-01-08T11:21:55Z,obrolan kelas mewah dan daging semua
2026-01-08T11:07:04Z,mantab
2026-01-08T10:49:29Z,kira nih istilah dalam diskusi ini termul pd ngerti gak ya awkwkwkwkwkwk
2026-01-08T10:12:03Z,kereenn ini mah kelas pokoknya
2026-01-08T09:13:06Z,obrolan yang mahal seneng dan beruntung ndengerin ini
2026-01-08T09:03:49Z,gg
2026-01-08T07:33:52Z,gen z lagi gen z lagi sudah kuduga
2026-01-08T06:59:54Z,bukan planga plongo
2026-01-08T06:55:26Z,kok bisa ya pikiran se open itu tips nya untuk umkm seperti saya pak
2026-01-08T04:06:53Z,mahal
2026-01-08T00:47:22Z,purbaya ri love purbaya
2026-01-07T23:36:49Z,menteri gw tuh
2026-01-07T22:38:34Z,pak purbaya sy pastikan disegala penjuru anda akan diserang secara non fisik spy tetap aman jaga sholat berbuat baik amp beramal semoga selalu dilindungi aamiin
2026-01-07T19:35:04Z,wow this podcast is seminal the host is a specialist and the guest is a leading expert thank you
2026-01-07T19:26:14Z,mau dong pak disekolahkan
2026-01-07T17:03:54Z,kalo gibran gabung bakal lebih keren
2026-01-07T16:49:38Z,lu bisa urus coretax dulu ga pur ancuur pajak
2026-01-07T16:43:45Z,saya suka baget dengan pak gita dan pak pur semoga indonesia cepat rakyatnya sejahtera karena pejabat jujur
2026-01-07T15:11:31Z,duh sehat sehat pak purbaya yok se indonesia doain dia biar dia shikat org zalim
2026-01-07T14:55:51Z,sri mulyani bisa apa
2026-01-07T07:38:07Z,pejabat yang perlu dipertahankan
2026-01-07T07:04:45Z,retail
2026-01-07T06:13:57Z,cerdas cerdas daging
2026-01-07T05:48:48Z,menu podcast nya berat tapi renyah full wawasan makro ekonomi
2026-01-07T03:34:04Z,pas momen gen z ngakak gw
2026-01-07T03:25:30Z,sekelas menteri aja dulu sekolah kadang males apalagi bukan menteri y
2026-01-07T03:03:21Z,mewah sekali obrolan ini
2026-01-07T02:26:55Z,hadir
2026-01-06T17:51:05Z,ga kebayang klo tamu nya si gibran
2026-01-06T17:28:37Z,seorang mentri keuangan diwawancara oleh seorang ekonom pemikirannya satu ide bahasannya kongkrit anti normatif anti mendongeng ini terlalu ekslusif kapan kita terakhir dapat tontonan semewah ini
2026-01-06T16:57:10Z,gue ngerasa masuk ruang kuliah
2026-01-06T16:06:25Z,daging semua ini isi ny d bocorin jg cita pak prabowo mau bkin skolah dngn taraf international bangga denger ny
2026-01-06T10:41:27Z,podcast yg real daging ayo donk pemerintah indonesia diisi sm orang pinter gini insyaa allah indonesia lbh cerah deh
2026-01-06T08:16:09Z,thank you pak pur dan pak gita wawasan saya sangat terbuka tentang ekonomi dan pendidikan
2026-01-06T05:46:09Z,lugas optimis sistemis bismillah pak purbaya insyaallah ada jalan oiya pak purbaya dibanyakin quot insyaallah quot biar nggak hanya dari usaha manusia saja biar allah bantu kita semua
2026-01-06T03:28:25Z,intisari dr yg bisa saya ambil dari knowledge disampaikan pak pur adalah menjalankan konsep dasar supply demand untuk meningkatkan demand diciptakan pertumbuhan ekonomi yang agresif
2026-01-06T02:19:54Z,ini podcast atau flexing sekeras itu para ekonom nasional mikirin uang rakyat sri mulyani juga demikian hanya saja kurang berhasil metodenya
2026-01-06T01:48:08Z,pak gita kurang kurangin ngomong quot siap quot
2026-01-05T20:38:13Z,pikiran jahatku bu kemenkeu sebelumnya sengaja mendesain ini semua untung pak purbaya masuk dan intervensi semoga perkiraan saya salah
2026-01-05T20:06:09Z,ini kurang lama nonton jam lebih pun saya mau nongkrongin tanpa skip sedikitpun sayang ini kalau dilewatkan oleh para pemegang kebijakan
2026-01-05T16:45:52Z,saya yg gak ngerti apa itu ekonomi saja merasa bangga bisa nonton hal perbincangan yang semewah ini sehat selalu pak negara dan rakyat masih sangat membutuhkan yg cerdas banyak tapi yg murni hanya secuil yg mampu dan salah nya bpk
2026-01-05T15:55:21Z,podcast apa ini harus pegang hp lain buat baca istilsh baru atau bahkan diulang lanjut
2026-01-05T13:11:42Z,kwkwkwkwkwkw gen z wkwkwkwkw
2026-01-05T11:38:55Z,orang orang cerdas dengan level yang setara kalau ngobrol asik disimak
2026-01-05T10:54:01Z,sangat cocok calon presiden indonesia akan datang mantaf bapak purbaya
2026-01-05T23:54:49Z,boleh
2026-01-05T09:20:54Z,ya allah saya nyesel gak belajar dengan bener waktu sekolah ternyata pinter itu keren
2026-01-05T08:23:58Z,terima kasih ilmunya
2026-01-05T05:00:19Z,seperti filsafat absrudisme dan nihillisme terkadang nietzhs tidak salah sepenuhnya
2026-01-05T04:54:59Z,inilah menteri yang sesuai dengan bidangnya dan pengalamannya bukan menteri titipan politik balas budi yang tidak sesuai bidangnya
2026-01-05T04:44:38Z,terima kasih pak gita
2026-01-05T03:52:00Z,sehat sllu pak mentri
2026-01-05T02:27:39Z,alhamdulillah diskusi yang hebat terima kasih pak gita terima kasih pak pur semoga sehat selalu
2026-01-05T02:23:19Z,ekonomi amerika adalah dumping waste
2026-01-05T01:56:28Z,seperti kuliah jurusan ekonomi politik global gratis hahahaa
2026-01-05T01:50:59Z,ini krismon segalanya banyak wacana tdk terlaksanangatur negri tempayanbocor
2026-01-04T20:43:01Z,podcast berkelas
2026-01-04T19:56:19Z,orang keren
2026-01-04T17:21:46Z,parasitnya justru anggaran daerah
2026-01-04T16:27:16Z,tapi tidak cukup hanya pinter harus jujur ini yang utama
2026-01-04T15:24:41Z,ini podcast apa kuliah gratis isinya daging semua
2026-01-04T13:12:03Z,saya tidak paham ilmu ekonomi tapi ini daging semua harus banyak rakyat sekolah lagi disupport pemerintah
2026-01-04T12:31:10Z,luar biasa perbincangan tokoh yang sangat menginspirasi generasi muda indonesia
2026-01-04T11:30:17Z,menyimak sampai selesai pembicaraan yg bisa mencerahkan semoga niat untuk mencetak bibit unggul orang indonesia terwujud
2026-01-04T11:08:04Z,secerdas cerdasnya ekonom kita ada faktor x dari yahudi amerika karena mereka penguasa hati hati terhadap mereka jaga keteguhan nkri ciptakan rakyat pintar itu kuncinya
2026-01-04T08:35:00Z,tontonan mirip kuliah phd ini trims pak gita
2026-01-04T08:17:12Z,pertanyaan qu orng awam ekonom knpa semasa mentri sebelumnya rubah betina tidak menjabarkan seperti ini
2026-01-04T07:38:42Z,saya dukung pak prabowo dan pak purbaya
2026-01-04T07:28:26Z,dibalik orang hebat ada istri yang jauh lebih hebat
2026-01-04T05:47:36Z,bahlil kapan diundang pak gita
2026-01-04T05:28:08Z,p
2026-01-04T04:20:11Z,keren
2026-01-04T04:02:37Z,iklim investasi kalau ormas masih suka malak sulit sprtinya
2026-01-04T03:14:11Z,zaman anda zaman anda juga
2026-01-04T03:13:32Z,lagi merasakan demam panggung
2026-01-04T02:55:07Z,wow isi omongannya daging semua
2026-01-04T02:28:05Z,great people
2026-01-04T01:29:52Z,tagih utang bakri
2026-01-04T01:02:18Z,harapan besar utk kemajuan bangsa
2026-01-03T23:03:40Z,kerusuhan yg terjadi membawa berkah bergantinya mentri ekonomi baru alhamdulillah semoga membawa perubahan buat kita semua jaya indonesiaku
2026-01-03T22:58:07Z,cuma podcast ini aja literaly ini aja endgame menteri purbaya yang boleh claim isinya daging semua
2026-01-03T22:47:27Z,obrolan warung kopi nih mantap
2026-01-03T15:21:48Z,tontonan mewah
2026-01-03T14:52:13Z,that s moment
2026-01-03T11:25:27Z,menteri terbaik prabowo semoga ada minimal menteri lagi seperti pak purbaya
2026-01-03T10:11:09Z,saya kok masih ragu ya sm org yg bilang ini baik ini baik bla bla bla skr actionnya apa pak smpai skr ga ada produk hukum dikeluarkan sm ni org
2026-01-03T10:07:43Z,bismillah assalamu alaikum warahmatullah wabarakatuh
2026-01-03T08:27:54Z,daging semua ini
2026-01-03T08:09:15Z,total loss
2026-01-03T05:51:57Z,diskusi yang sangat mencerahkan pak purbaya menjelaskan kebijakan ekonomi dengan lugas dan rasional sementara bang gita memandu obrolan dengan cerdas dan berimbang percakapan seperti ini penting agar publik paham arah dan tujuan kebijakan ekonomi nasional terima kasih
2026-01-03T01:13:21Z,terimakasih pak gita
2026-01-03T00:52:28Z,kira gibran mudeng ora
2026-01-03T00:25:58Z,pentingnya meritokrasi
2026-01-02T14:59:32Z,baru nonton emg berkelas podcast nya belum terlambat untuk tetap belajar belajar
2026-01-02T13:22:30Z,anak buah jokowi gak bakalan paham
2026-01-02T13:08:09Z,overpromise
2026-01-02T12:46:17Z,semoga alloh melindungi pak menkeu dimana saja berada
2026-01-02T11:23:57Z,kbnyakn omon sdh bgini saja itu duit k rakyat sprti p mahpud bilng jt perbulan pet ktp
2026-01-02T18:51:54Z,sdm rendah idup msikin gini
2026-01-02T09:15:24Z,super hero indo
2026-01-02T07:50:37Z,beda sekali dengan sri mulyani purbaya bagaimana mensejahterakan rakyat dengan meningkat pendapat sebaliknya sri mulyani menyengsarakan rakyat dengan memberikan pajak kepada dari segala sumber para koruptor dan maling duit justru dilindungi apalagi pegawai keuangan
2026-01-02T05:45:49Z,waw ini bahasan daging semua keren
2026-01-02T03:27:17Z,pak gita statement anda tentang konsumsi listrik itu terlalu makro menurut saya saya lebih setuju dengan approach dari pak purbaya dalam listrik yg penting adalah profile beban dimana berkorelasi dengan fuel mix dan harga produksi pembangkit sesuai ilmu electricity market lebih baik meningkatkan utilization dari aset dan pembangkit salah satunya ya dengan peningkatan industri daripada hanya berpatokan dengan load
2026-01-02T03:17:46Z,orang orang pandai dan unggul itu klo sekolah jauh jauh pas pulang malah diayam ayamin anak ordal yg oon pak makanya pada gak mau balik
2026-01-02T01:59:59Z,luar biasa pembicaraan para orang hebat ini sangat menginspirasi kaum muda agar lebih banyak lagi belajar
2026-01-01T23:20:03Z,sehat selalu bapak
2026-01-01T22:30:14Z,terlalu daging nih tontonan
2026-01-01T19:03:17Z,ekomomi cuma muter d bisnis atas ekonomi menengah macet
2026-01-01T16:37:39Z,gokil orang orang cerdas sedang berbicara
2026-01-01T16:22:05Z,semoga enggak kebanyakan teoriteori dan bancrit seperti tong kosong bunyinya nyaring
2026-01-01T16:24:17Z,kayak dahlan iskan php akhirnya zonk
2026-01-01T16:07:41Z,terlalu daging ini topik tks pak pur tks pak gita
2026-01-01T15:07:26Z,pak gita terima kasih sudah mengadakan podcast ini jujur ini obrolan yang sangat mewah dan sangat berguna baut kami yang sangat sulit mendapatkan pendidikan yang layak
2026-01-01T10:37:22Z,wih ga kerasa jam haha keren bapak
2026-01-01T00:11:29Z,kalau dua tokoh cerdas diskusi gambaran untuk indoneaia menjadi besar sudah jelas dengan affirmasi action
2025-12-31T22:47:45Z,seketika kembali teringat pesan dari bung karno perjuanganku lebih mudah karena mengusir penjajah perjuanganmu akan lebih sulit karena melawan bangsamu sendiri
2025-12-31T16:35:56Z,bu sri mulyono ngapain saja sih dulu kamprett ayo pejabat yang lain sadar ya kalo masih nggak sadar nanti bakal disadarkan rakyat ini kebal dan rakyat ini sudah pintar miskin itu sudah biasa pahamkann terimakasih pak prabowo ayo pak pelan brantas koruptor itu mafia brantass menuju indonesia maju
2025-12-31T14:03:17Z,saya yakin banyak yang terbantu dengan adanya subtitle pertahankan pak subtitle nya
2025-12-31T13:48:15Z,sangat diperlukan eksekutor yg handal dan bersih untuk mendukung mereka
2025-12-31T12:39:14Z,orang yg sy kagumi keren dan pinter
2025-12-31T11:42:03Z,anda hebat pak pur semoga sehat selalu tetep kokoh tegas walau banyak yg ganggu semoga selalu konsisten amanah jujur untuk rakyat indonesia
2025-12-31T11:17:43Z,trilyun untuk sekolah terintegrasi gagasan pak prabowo bisa diambil dari uang korupsi kasus pertamina pak tinggal tambahin sedikit
2025-12-31T08:16:54Z,lugas sekali pak menteri dalam menyampaikan dan menjelaskan pertanyaan yg dinlontarkan pak gita saya pun kagum dengan wawasan beliau terlihat sekali beliau tekun membaca buku berkaitan dengan bidangnya tontonan yg sangat mewah terimakasih
2025-12-31T08:16:09Z,yuk bangun ekonomi indonesia
2025-12-31T07:34:56Z,keren pak pur dan pak gita no bullshit
2025-12-31T07:05:14Z,semoga bisa jalan dan sukses semua pak purbaya
2025-12-31T06:13:57Z,tontonan untuk wapres kita nih
2025-12-31T04:32:20Z,kalau orang pinter ngomong tuh dengerin nya enak ya
2025-12-31T04:16:24Z,alumni slambersi ternyata pak purbaya
2025-12-31T02:57:35Z,semoga keadaannya tetap aman semoga para pemimpin selalu sehat panjang umur berkah untuk semua terimakasih
2025-12-31T02:42:29Z,aamiin semoga semuanya menjadi berkah aku percaya bapak purbaya orang yg cerdas dan jujur semoga sehat panjang umur selalu dalam lindungan alloh swt aamiin terimakasih
2025-12-31T02:27:00Z,aamiin alhamdulillah semoga semuanya berkah semoga semua selalu dalam lindungan alloh swt mohon maaf hanya demi kepercayaan kecilnya dari keluarga terimakasih
2025-12-31T01:33:52Z,salam mohon maaf bapak bapak yg baik ikut nyimak terimakasih
2025-12-31T00:44:35Z,setelah mendengarkan saya timbul pertanyaan kenapa kebijakan presiden prabowo malah membuat sekolah baru yang ter integritas tidak memperbaiki kualitas sekolah negeri yang sudah ada ya
2025-12-31T05:51:31Z,pikiran sederhana saya untuk melihat hasil dalam waktu sesingkat singkatnya lebih mudah membangun daripada merenovasi
2025-12-31T00:15:17Z,aamiin semoga semuanya berkah terimakasih
2025-12-30T23:55:48Z,tq pak gita
2025-12-30T23:43:32Z,mohon maaf bagaimana bapak purbaya antara bapak dan saya mungkin bapak purbaya yg lebih tau semoga semua ada hasilnya kita kerja mohon maaf terimakasih semua bantuannya semoga alloh selalu bersama kita semua aamiin
2025-12-30T23:33:59Z,mohon maaf buat bapak purbaya bagaimana bapak yg lebih tau dalam mengaturnya aku ga tau apa apa yg penting ada hasilnya dan tetap aman terimakasih semua bantuannya semoga alloh membalas semua kbaikannya aamin
2025-12-30T17:57:08Z,sebuah kemewahan bisa memiliki seorang presiden seorang okonom bertalenta
2025-12-30T16:21:23Z,saya usaha umkm klo saya itung banyakan untungnya pajak dari pada usaha siang malam saya
2025-12-30T15:48:56Z,wow
2025-12-30T15:05:45Z,semoga aku jd satu yg menggerakkan indonesia dr pendidikan yg tinggi itu
2025-12-30T12:40:24Z,menteri standar singapore
2025-12-30T10:02:43Z,ini channel klw ngg disubsribe kykx rugi bngt krna konsep dan diskusi nya mencerdaskan bangsa daging semua pembahasan nya
